,titre,adresse,note,Free High Speed Internet (WiFi),Bar / lounge,Fitness Center with Gym / Workout Room,Parking,Breakfast,Free breakfast,Restaurant,Pool,Ville,prix_moyenne,test,Ville_tsf
566,"Holiday Inn Express Amsterdam - City Hall, an IHG Hotel","['Valkenburgerstraat 14, 1011 LZ Amsterdam The Netherlands', 'Valkenburgerstraat 90, 1011 LZ Amsterdam The Netherlands', 'Monnikenstraat 19, 1012 BP Amsterdam The Netherlands', 'Vondelstraat 44-46, 1054 GE Amsterdam The Netherlands', 'Overtoom 118-122, 1054 HM Amsterdam The Netherlands', 'Motorkade 1, 1021 JR Amsterdam The Netherlands', 'Fizeaustraat 2, 1097 SC Amsterdam The Netherlands', 'Nieuwezijds Voorburgwal 100, 1012 SG Amsterdam The Netherlands', 'Monnikenstraat 19, 1012 BP Amsterdam The Netherlands', 'Vondelstraat 36-38, 1054 GE Amsterdam The Netherlands', '', 'Spaarndammerdijk 302, 1013 ZX Amsterdam The Netherlands', 'Eerste Constantijn Huygensstraat 10A, 1054 BR Amsterdam The Netherlands', '260 Stadionplein, 1076 CK Amsterdam The Netherlands', '69 Jacob Obrechtstraat, 1071 KJ Amsterdam The Netherlands', 'Korte van Eeghenstraat 8, 1071 ER Amsterdam The Netherlands', 'Monnikenstraat 19, 1012 BP Amsterdam The Netherlands', 'Sarphatipark 106 B, 1073 EC Amsterdam The Netherlands']",3.25,1,1,1,1,0,1,0,1,Amsterdam,102,65,1
567,"Holiday Inn Express Amsterdam - City Hall, an IHG Hotel","['Valkenburgerstraat 14, 1011 LZ Amsterdam The Netherlands', 'Valkenburgerstraat 90, 1011 LZ Amsterdam The Netherlands', 'Monnikenstraat 19, 1012 BP Amsterdam The Netherlands', 'Vondelstraat 44-46, 1054 GE Amsterdam The Netherlands', 'Overtoom 118-122, 1054 HM Amsterdam The Netherlands', 'Motorkade 1, 1021 JR Amsterdam The Netherlands', 'Fizeaustraat 2, 1097 SC Amsterdam The Netherlands', 'Nieuwezijds Voorburgwal 100, 1012 SG Amsterdam The Netherlands', 'Monnikenstraat 19, 1012 BP Amsterdam The Netherlands', 'Vondelstraat 36-38, 1054 GE Amsterdam The Netherlands', '', 'Spaarndammerdijk 302, 1013 ZX Amsterdam The Netherlands', 'Eerste Constantijn Huygensstraat 10A, 1054 BR Amsterdam The Netherlands', '260 Stadionplein, 1076 CK Amsterdam The Netherlands', '69 Jacob Obrechtstraat, 1071 KJ Amsterdam The Netherlands', 'Korte van Eeghenstraat 8, 1071 ER Amsterdam The Netherlands', 'Monnikenstraat 19, 1012 BP Amsterdam The Netherlands', 'Sarphatipark 106 B, 1073 EC Amsterdam The Netherlands']",3.25,1,1,1,1,0,1,0,1,Amsterdam,102,65,1
568,"Holiday Inn Express Amsterdam - City Hall, an IHG Hotel","['Valkenburgerstraat 14, 1011 LZ Amsterdam The Netherlands', 'Valkenburgerstraat 90, 1011 LZ Amsterdam The Netherlands', 'Monnikenstraat 19, 1012 BP Amsterdam The Netherlands', 'Vondelstraat 44-46, 1054 GE Amsterdam The Netherlands', 'Overtoom 118-122, 1054 HM Amsterdam The Netherlands', 'Motorkade 1, 1021 JR Amsterdam The Netherlands', 'Fizeaustraat 2, 1097 SC Amsterdam The Netherlands', 'Nieuwezijds Voorburgwal 100, 1012 SG Amsterdam The Netherlands', 'Monnikenstraat 19, 1012 BP Amsterdam The Netherlands', 'Vondelstraat 36-38, 1054 GE Amsterdam The Netherlands', '', 'Spaarndammerdijk 302, 1013 ZX Amsterdam The Netherlands', 'Eerste Constantijn Huygensstraat 10A, 1054 BR Amsterdam The Netherlands', '260 Stadionplein, 1076 CK Amsterdam The Netherlands', '69 Jacob Obrechtstraat, 1071 KJ Amsterdam The Netherlands', 'Korte van Eeghenstraat 8, 1071 ER Amsterdam The Netherlands', 'Monnikenstraat 19, 1012 BP Amsterdam The Netherlands', 'Sarphatipark 106 B, 1073 EC Amsterdam The Netherlands']",3.25,1,1,1,1,0,1,0,1,Amsterdam,102,65,1
569,"Holiday Inn Express Amsterdam - City Hall, an IHG Hotel","['Valkenburgerstraat 14, 1011 LZ Amsterdam The Netherlands', 'Valkenburgerstraat 90, 1011 LZ Amsterdam The Netherlands', 'Monnikenstraat 19, 1012 BP Amsterdam The Netherlands', 'Vondelstraat 44-46, 1054 GE Amsterdam The Netherlands', 'Overtoom 118-122, 1054 HM Amsterdam The Netherlands', 'Motorkade 1, 1021 JR Amsterdam The Netherlands', 'Fizeaustraat 2, 1097 SC Amsterdam The Netherlands', 'Nieuwezijds Voorburgwal 100, 1012 SG Amsterdam The Netherlands', 'Monnikenstraat 19, 1012 BP Amsterdam The Netherlands', 'Vondelstraat 36-38, 1054 GE Amsterdam The Netherlands', '', 'Spaarndammerdijk 302, 1013 ZX Amsterdam The Netherlands', 'Eerste Constantijn Huygensstraat 10A, 1054 BR Amsterdam The Netherlands', '260 Stadionplein, 1076 CK Amsterdam The Netherlands', '69 Jacob Obrechtstraat, 1071 KJ Amsterdam The Netherlands', 'Korte van Eeghenstraat 8, 1071 ER Amsterdam The Netherlands', 'Monnikenstraat 19, 1012 BP Amsterdam The Netherlands', 'Sarphatipark 106 B, 1073 EC Amsterdam The Netherlands']",3.25,1,1,1,1,0,1,0,1,Amsterdam,102,65,1
570,"Holiday Inn Express Amsterdam - City Hall, an IHG Hotel","['Valkenburgerstraat 14, 1011 LZ Amsterdam The Netherlands', 'Valkenburgerstraat 90, 1011 LZ Amsterdam The Netherlands', 'Monnikenstraat 19, 1012 BP Amsterdam The Netherlands', 'Vondelstraat 44-46, 1054 GE Amsterdam The Netherlands', 'Overtoom 118-122, 1054 HM Amsterdam The Netherlands', 'Motorkade 1, 1021 JR Amsterdam The Netherlands', 'Fizeaustraat 2, 1097 SC Amsterdam The Netherlands', 'Nieuwezijds Voorburgwal 100, 1012 SG Amsterdam The Netherlands', 'Monnikenstraat 19, 1012 BP Amsterdam The Netherlands', 'Vondelstraat 36-38, 1054 GE Amsterdam The Netherlands', '', 'Spaarndammerdijk 302, 1013 ZX Amsterdam The Netherlands', 'Eerste Constantijn Huygensstraat 10A, 1054 BR Amsterdam The Netherlands', '260 Stadionplein, 1076 CK Amsterdam The Netherlands', '69 Jacob Obrechtstraat, 1071 KJ Amsterdam The Netherlands', 'Korte van Eeghenstraat 8, 1071 ER Amsterdam The Netherlands', 'Monnikenstraat 19, 1012 BP Amsterdam The Netherlands', 'Sarphatipark 106 B, 1073 EC Amsterdam The Netherlands']",3.25,1,1,1,1,0,1,0,1,Amsterdam,102,65,1
571,The Monk Amsterdam Apartments Hotel,"['Monnikenstraat 19, 1012 BP Amsterdam The Netherlands', 'Schepenbergweg 50, 1105 AT Amsterdam The Netherlands', 'Haarlemmerstraat 120, 1013 EX Amsterdam The Netherlands', 'Tom Schreursweg 40, 1067 MC Amsterdam The Netherlands', 'Cruquiusweg 61, 1019 AT Amsterdam The Netherlands', 'Tesselschadestraat 23, 1054 ET Amsterdam The Netherlands', 'Cornelis Schuytstraat 58-60, 1071 JL Amsterdam The Netherlands', 'Stadhouderskade 135, 1074 AZ Amsterdam The Netherlands', '', 'De Clercqstraat 115, 1053 AJ Amsterdam The Netherlands', 'Rembrandtplein 19, 1017 CT Amsterdam The Netherlands', 'Apollolaan 2, 1077 BA Amsterdam The Netherlands', 'Meeuwenlaan 138, 1022 AM Amsterdam The Netherlands', 'Prins Hendrikkade 130, 1011 AP Amsterdam The Netherlands', '120 Meeuwenlaan, 1021 JN Amsterdam The Netherlands', 'Parnassusweg 376, 1081 LC Amsterdam The Netherlands', '', 'Bickersgracht 1, 1013 LE Amsterdam The Netherlands']",3.5,1,1,1,1,0,1,1,0,Amsterdam,153,239,1
572,The Monk Amsterdam Apartments Hotel,"['Monnikenstraat 19, 1012 BP Amsterdam The Netherlands', 'Schepenbergweg 50, 1105 AT Amsterdam The Netherlands', 'Haarlemmerstraat 120, 1013 EX Amsterdam The Netherlands', 'Tom Schreursweg 40, 1067 MC Amsterdam The Netherlands', 'Cruquiusweg 61, 1019 AT Amsterdam The Netherlands', 'Tesselschadestraat 23, 1054 ET Amsterdam The Netherlands', 'Cornelis Schuytstraat 58-60, 1071 JL Amsterdam The Netherlands', 'Stadhouderskade 135, 1074 AZ Amsterdam The Netherlands', '', 'De Clercqstraat 115, 1053 AJ Amsterdam The Netherlands', 'Rembrandtplein 19, 1017 CT Amsterdam The Netherlands', 'Apollolaan 2, 1077 BA Amsterdam The Netherlands', 'Meeuwenlaan 138, 1022 AM Amsterdam The Netherlands', 'Prins Hendrikkade 130, 1011 AP Amsterdam The Netherlands', '120 Meeuwenlaan, 1021 JN Amsterdam The Netherlands', 'Parnassusweg 376, 1081 LC Amsterdam The Netherlands', '', 'Bickersgracht 1, 1013 LE Amsterdam The Netherlands']",3.5,1,1,1,1,0,1,1,0,Amsterdam,153,239,1
573,The Monk Amsterdam Apartments Hotel,"['Monnikenstraat 19, 1012 BP Amsterdam The Netherlands', 'Schepenbergweg 50, 1105 AT Amsterdam The Netherlands', 'Haarlemmerstraat 120, 1013 EX Amsterdam The Netherlands', 'Tom Schreursweg 40, 1067 MC Amsterdam The Netherlands', 'Cruquiusweg 61, 1019 AT Amsterdam The Netherlands', 'Tesselschadestraat 23, 1054 ET Amsterdam The Netherlands', 'Cornelis Schuytstraat 58-60, 1071 JL Amsterdam The Netherlands', 'Stadhouderskade 135, 1074 AZ Amsterdam The Netherlands', '', 'De Clercqstraat 115, 1053 AJ Amsterdam The Netherlands', 'Rembrandtplein 19, 1017 CT Amsterdam The Netherlands', 'Apollolaan 2, 1077 BA Amsterdam The Netherlands', 'Meeuwenlaan 138, 1022 AM Amsterdam The Netherlands', 'Prins Hendrikkade 130, 1011 AP Amsterdam The Netherlands', '120 Meeuwenlaan, 1021 JN Amsterdam The Netherlands', 'Parnassusweg 376, 1081 LC Amsterdam The Netherlands', '', 'Bickersgracht 1, 1013 LE Amsterdam The Netherlands']",3.5,1,1,1,1,0,1,1,0,Amsterdam,153,239,1
574,The Monk Amsterdam Apartments Hotel,"['Monnikenstraat 19, 1012 BP Amsterdam The Netherlands', 'Schepenbergweg 50, 1105 AT Amsterdam The Netherlands', 'Haarlemmerstraat 120, 1013 EX Amsterdam The Netherlands', 'Tom Schreursweg 40, 1067 MC Amsterdam The Netherlands', 'Cruquiusweg 61, 1019 AT Amsterdam The Netherlands', 'Tesselschadestraat 23, 1054 ET Amsterdam The Netherlands', 'Cornelis Schuytstraat 58-60, 1071 JL Amsterdam The Netherlands', 'Stadhouderskade 135, 1074 AZ Amsterdam The Netherlands', '', 'De Clercqstraat 115, 1053 AJ Amsterdam The Netherlands', 'Rembrandtplein 19, 1017 CT Amsterdam The Netherlands', 'Apollolaan 2, 1077 BA Amsterdam The Netherlands', 'Meeuwenlaan 138, 1022 AM Amsterdam The Netherlands', 'Prins Hendrikkade 130, 1011 AP Amsterdam The Netherlands', '120 Meeuwenlaan, 1021 JN Amsterdam The Netherlands', 'Parnassusweg 376, 1081 LC Amsterdam The Netherlands', '', 'Bickersgracht 1, 1013 LE Amsterdam The Netherlands']",3.5,1,1,1,1,0,1,1,0,Amsterdam,153,239,1
575,The Monk Amsterdam Apartments Hotel,"['Monnikenstraat 19, 1012 BP Amsterdam The Netherlands', 'Schepenbergweg 50, 1105 AT Amsterdam The Netherlands', 'Haarlemmerstraat 120, 1013 EX Amsterdam The Netherlands', 'Tom Schreursweg 40, 1067 MC Amsterdam The Netherlands', 'Cruquiusweg 61, 1019 AT Amsterdam The Netherlands', 'Tesselschadestraat 23, 1054 ET Amsterdam The Netherlands', 'Cornelis Schuytstraat 58-60, 1071 JL Amsterdam The Netherlands', 'Stadhouderskade 135, 1074 AZ Amsterdam The Netherlands', '', 'De Clercqstraat 115, 1053 AJ Amsterdam The Netherlands', 'Rembrandtplein 19, 1017 CT Amsterdam The Netherlands', 'Apollolaan 2, 1077 BA Amsterdam The Netherlands', 'Meeuwenlaan 138, 1022 AM Amsterdam The Netherlands', 'Prins Hendrikkade 130, 1011 AP Amsterdam The Netherlands', '120 Meeuwenlaan, 1021 JN Amsterdam The Netherlands', 'Parnassusweg 376, 1081 LC Amsterdam The Netherlands', '', 'Bickersgracht 1, 1013 LE Amsterdam The Netherlands']",3.5,1,1,1,1,0,1,1,0,Amsterdam,153,239,1
576,The Monk Amsterdam Apartments Hotel,"['Monnikenstraat 19, 1012 BP Amsterdam The Netherlands', 'Schepenbergweg 50, 1105 AT Amsterdam The Netherlands', 'Haarlemmerstraat 120, 1013 EX Amsterdam The Netherlands', 'Tom Schreursweg 40, 1067 MC Amsterdam The Netherlands', 'Cruquiusweg 61, 1019 AT Amsterdam The Netherlands', 'Tesselschadestraat 23, 1054 ET Amsterdam The Netherlands', 'Cornelis Schuytstraat 58-60, 1071 JL Amsterdam The Netherlands', 'Stadhouderskade 135, 1074 AZ Amsterdam The Netherlands', '', 'De Clercqstraat 115, 1053 AJ Amsterdam The Netherlands', 'Rembrandtplein 19, 1017 CT Amsterdam The Netherlands', 'Apollolaan 2, 1077 BA Amsterdam The Netherlands', 'Meeuwenlaan 138, 1022 AM Amsterdam The Netherlands', 'Prins Hendrikkade 130, 1011 AP Amsterdam The Netherlands', '120 Meeuwenlaan, 1021 JN Amsterdam The Netherlands', 'Parnassusweg 376, 1081 LC Amsterdam The Netherlands', '', 'Bickersgracht 1, 1013 LE Amsterdam The Netherlands']",3.5,1,1,1,1,0,1,1,0,Amsterdam,153,239,1
577,Waldorf Astoria Amsterdam,"['Herengracht 542-556, 1017 CG Amsterdam The Netherlands', 'Jan Luijkenstraat 58, 1071 CS Amsterdam The Netherlands', '', 'Overhoeksplein 7, 1031 KS Amsterdam The Netherlands', 'Paul van Vlissingenstraat 9-11, 1096 BK Amsterdam The Netherlands', 'Willemsparkweg 205, 1071 HB Amsterdam The Netherlands', 'Damrak 50, 1012 LL Amsterdam The Netherlands', 'Wanningstraat 1, 1071 LA Amsterdam The Netherlands', 'Nieuwenzijds Voorburgwal 160, 1012 SJ Amsterdam The Netherlands', 'Borssenburgstraat 5, 1078 VA Amsterdam The Netherlands', '', 'Jan van Galenstraat 335, 1061 AZ Amsterdam The Netherlands', 'Kerkstraat 25, 1017 GA Amsterdam The Netherlands', 'Damstraat 3, 1012 JL Amsterdam The Netherlands', 'Oudezijds Achterburgwal 83, 1012 DC Amsterdam The Netherlands', 'Damstraat 22, 1012 JM Amsterdam The Netherlands', 'Leidsekade 74, 1017 PM Amsterdam The Netherlands', 'Oosterdok 4, 1011 VX Amsterdam The Netherlands', 'Pontsteiger 343, 1014 ZP Amsterdam The Netherlands', '1 Atlantisplein, 1093 NE Amsterdam The Netherlands', 'Prinsengracht 518/520, 1017 KJ Amsterdam The Netherlands', 'De Clercqstraat 52, 1052 NH Amsterdam The Netherlands', 'Monnikenstraat 19, 1012 BP Amsterdam The Netherlands', 'Apollolaan 101-105, 1077 AN Amsterdam The Netherlands']",3.0,1,1,1,1,0,1,1,1,Amsterdam,114,257,1
578,Waldorf Astoria Amsterdam,"['Herengracht 542-556, 1017 CG Amsterdam The Netherlands', 'Jan Luijkenstraat 58, 1071 CS Amsterdam The Netherlands', '', 'Overhoeksplein 7, 1031 KS Amsterdam The Netherlands', 'Paul van Vlissingenstraat 9-11, 1096 BK Amsterdam The Netherlands', 'Willemsparkweg 205, 1071 HB Amsterdam The Netherlands', 'Damrak 50, 1012 LL Amsterdam The Netherlands', 'Wanningstraat 1, 1071 LA Amsterdam The Netherlands', 'Nieuwenzijds Voorburgwal 160, 1012 SJ Amsterdam The Netherlands', 'Borssenburgstraat 5, 1078 VA Amsterdam The Netherlands', '', 'Jan van Galenstraat 335, 1061 AZ Amsterdam The Netherlands', 'Kerkstraat 25, 1017 GA Amsterdam The Netherlands', 'Damstraat 3, 1012 JL Amsterdam The Netherlands', 'Oudezijds Achterburgwal 83, 1012 DC Amsterdam The Netherlands', 'Damstraat 22, 1012 JM Amsterdam The Netherlands', 'Leidsekade 74, 1017 PM Amsterdam The Netherlands', 'Oosterdok 4, 1011 VX Amsterdam The Netherlands', 'Pontsteiger 343, 1014 ZP Amsterdam The Netherlands', '1 Atlantisplein, 1093 NE Amsterdam The Netherlands', 'Prinsengracht 518/520, 1017 KJ Amsterdam The Netherlands', 'De Clercqstraat 52, 1052 NH Amsterdam The Netherlands', 'Monnikenstraat 19, 1012 BP Amsterdam The Netherlands', 'Apollolaan 101-105, 1077 AN Amsterdam The Netherlands']",3.0,1,1,1,1,0,1,1,1,Amsterdam,114,257,1
579,Waldorf Astoria Amsterdam,"['Herengracht 542-556, 1017 CG Amsterdam The Netherlands', 'Jan Luijkenstraat 58, 1071 CS Amsterdam The Netherlands', '', 'Overhoeksplein 7, 1031 KS Amsterdam The Netherlands', 'Paul van Vlissingenstraat 9-11, 1096 BK Amsterdam The Netherlands', 'Willemsparkweg 205, 1071 HB Amsterdam The Netherlands', 'Damrak 50, 1012 LL Amsterdam The Netherlands', 'Wanningstraat 1, 1071 LA Amsterdam The Netherlands', 'Nieuwenzijds Voorburgwal 160, 1012 SJ Amsterdam The Netherlands', 'Borssenburgstraat 5, 1078 VA Amsterdam The Netherlands', '', 'Jan van Galenstraat 335, 1061 AZ Amsterdam The Netherlands', 'Kerkstraat 25, 1017 GA Amsterdam The Netherlands', 'Damstraat 3, 1012 JL Amsterdam The Netherlands', 'Oudezijds Achterburgwal 83, 1012 DC Amsterdam The Netherlands', 'Damstraat 22, 1012 JM Amsterdam The Netherlands', 'Leidsekade 74, 1017 PM Amsterdam The Netherlands', 'Oosterdok 4, 1011 VX Amsterdam The Netherlands', 'Pontsteiger 343, 1014 ZP Amsterdam The Netherlands', '1 Atlantisplein, 1093 NE Amsterdam The Netherlands', 'Prinsengracht 518/520, 1017 KJ Amsterdam The Netherlands', 'De Clercqstraat 52, 1052 NH Amsterdam The Netherlands', 'Monnikenstraat 19, 1012 BP Amsterdam The Netherlands', 'Apollolaan 101-105, 1077 AN Amsterdam The Netherlands']",3.0,1,1,1,1,0,1,1,1,Amsterdam,114,257,1
580,Waldorf Astoria Amsterdam,"['Herengracht 542-556, 1017 CG Amsterdam The Netherlands', 'Jan Luijkenstraat 58, 1071 CS Amsterdam The Netherlands', '', 'Overhoeksplein 7, 1031 KS Amsterdam The Netherlands', 'Paul van Vlissingenstraat 9-11, 1096 BK Amsterdam The Netherlands', 'Willemsparkweg 205, 1071 HB Amsterdam The Netherlands', 'Damrak 50, 1012 LL Amsterdam The Netherlands', 'Wanningstraat 1, 1071 LA Amsterdam The Netherlands', 'Nieuwenzijds Voorburgwal 160, 1012 SJ Amsterdam The Netherlands', 'Borssenburgstraat 5, 1078 VA Amsterdam The Netherlands', '', 'Jan van Galenstraat 335, 1061 AZ Amsterdam The Netherlands', 'Kerkstraat 25, 1017 GA Amsterdam The Netherlands', 'Damstraat 3, 1012 JL Amsterdam The Netherlands', 'Oudezijds Achterburgwal 83, 1012 DC Amsterdam The Netherlands', 'Damstraat 22, 1012 JM Amsterdam The Netherlands', 'Leidsekade 74, 1017 PM Amsterdam The Netherlands', 'Oosterdok 4, 1011 VX Amsterdam The Netherlands', 'Pontsteiger 343, 1014 ZP Amsterdam The Netherlands', '1 Atlantisplein, 1093 NE Amsterdam The Netherlands', 'Prinsengracht 518/520, 1017 KJ Amsterdam The Netherlands', 'De Clercqstraat 52, 1052 NH Amsterdam The Netherlands', 'Monnikenstraat 19, 1012 BP Amsterdam The Netherlands', 'Apollolaan 101-105, 1077 AN Amsterdam The Netherlands']",3.0,1,1,1,1,0,1,1,1,Amsterdam,114,257,1
581,Waldorf Astoria Amsterdam,"['Herengracht 542-556, 1017 CG Amsterdam The Netherlands', 'Jan Luijkenstraat 58, 1071 CS Amsterdam The Netherlands', '', 'Overhoeksplein 7, 1031 KS Amsterdam The Netherlands', 'Paul van Vlissingenstraat 9-11, 1096 BK Amsterdam The Netherlands', 'Willemsparkweg 205, 1071 HB Amsterdam The Netherlands', 'Damrak 50, 1012 LL Amsterdam The Netherlands', 'Wanningstraat 1, 1071 LA Amsterdam The Netherlands', 'Nieuwenzijds Voorburgwal 160, 1012 SJ Amsterdam The Netherlands', 'Borssenburgstraat 5, 1078 VA Amsterdam The Netherlands', '', 'Jan van Galenstraat 335, 1061 AZ Amsterdam The Netherlands', 'Kerkstraat 25, 1017 GA Amsterdam The Netherlands', 'Damstraat 3, 1012 JL Amsterdam The Netherlands', 'Oudezijds Achterburgwal 83, 1012 DC Amsterdam The Netherlands', 'Damstraat 22, 1012 JM Amsterdam The Netherlands', 'Leidsekade 74, 1017 PM Amsterdam The Netherlands', 'Oosterdok 4, 1011 VX Amsterdam The Netherlands', 'Pontsteiger 343, 1014 ZP Amsterdam The Netherlands', '1 Atlantisplein, 1093 NE Amsterdam The Netherlands', 'Prinsengracht 518/520, 1017 KJ Amsterdam The Netherlands', 'De Clercqstraat 52, 1052 NH Amsterdam The Netherlands', 'Monnikenstraat 19, 1012 BP Amsterdam The Netherlands', 'Apollolaan 101-105, 1077 AN Amsterdam The Netherlands']",3.0,1,1,1,1,0,1,1,1,Amsterdam,114,257,1
582,Waldorf Astoria Amsterdam,"['Herengracht 542-556, 1017 CG Amsterdam The Netherlands', 'Jan Luijkenstraat 58, 1071 CS Amsterdam The Netherlands', '', 'Overhoeksplein 7, 1031 KS Amsterdam The Netherlands', 'Paul van Vlissingenstraat 9-11, 1096 BK Amsterdam The Netherlands', 'Willemsparkweg 205, 1071 HB Amsterdam The Netherlands', 'Damrak 50, 1012 LL Amsterdam The Netherlands', 'Wanningstraat 1, 1071 LA Amsterdam The Netherlands', 'Nieuwenzijds Voorburgwal 160, 1012 SJ Amsterdam The Netherlands', 'Borssenburgstraat 5, 1078 VA Amsterdam The Netherlands', '', 'Jan van Galenstraat 335, 1061 AZ Amsterdam The Netherlands', 'Kerkstraat 25, 1017 GA Amsterdam The Netherlands', 'Damstraat 3, 1012 JL Amsterdam The Netherlands', 'Oudezijds Achterburgwal 83, 1012 DC Amsterdam The Netherlands', 'Damstraat 22, 1012 JM Amsterdam The Netherlands', 'Leidsekade 74, 1017 PM Amsterdam The Netherlands', 'Oosterdok 4, 1011 VX Amsterdam The Netherlands', 'Pontsteiger 343, 1014 ZP Amsterdam The Netherlands', '1 Atlantisplein, 1093 NE Amsterdam The Netherlands', 'Prinsengracht 518/520, 1017 KJ Amsterdam The Netherlands', 'De Clercqstraat 52, 1052 NH Amsterdam The Netherlands', 'Monnikenstraat 19, 1012 BP Amsterdam The Netherlands', 'Apollolaan 101-105, 1077 AN Amsterdam The Netherlands']",3.0,1,1,1,1,0,1,1,1,Amsterdam,114,257,1
583,The Monk Amsterdam Apartments Hotel,"['Monnikenstraat 19, 1012 BP Amsterdam The Netherlands', 'Van Leijenberghlaan 221, 1082 GG Amsterdam The Netherlands', 'Bellamyplein 47, 1053 AT Amsterdam The Netherlands', 'Albert Cuypstraat 2-6, 1072 CT Amsterdam The Netherlands', '', 'Revaleiland 500, 1014 ZG Amsterdam The Netherlands', 'Koninginneweg 93, 1075 CJ Amsterdam The Netherlands', 'Transformatorweg 36, 1014 AK Amsterdam The Netherlands', 'Haarlemmerweg 10, 1014 BE Amsterdam The Netherlands', 'Oudezijds Achterburgwal 93, 1012 DD Amsterdam The Netherlands', 'Monnikenstraat 19, 1012 BP Amsterdam The Netherlands', 'Oudezijds Voorburgwal 44, 1012 GE Amsterdam The Netherlands', 'Ijburglaan 539 Zeeburg, 1087 BE Amsterdam The Netherlands', 'Hendrikje Stoffelstraat 60 Nachtwachtlaan, 1058 GC Amsterdam The Netherlands', 'Oudezijds Achterburgwal 118/120, 1012 DT Amsterdam The Netherlands', 'Jan Luijkenstraat 22, 1071 CN Amsterdam The Netherlands', 'Oosterdok Steiger 3 Across From Nemo Science Museum, 1011 VX Amsterdam The Netherlands', 'Rembrandtplein 8-10, 1017 CV Amsterdam The Netherlands', 'Brigantijnkade 20, 1086 VB Amsterdam The Netherlands', 'Eerste Constantijn Huygensstraat 16a, 1054 BR Amsterdam The Netherlands', 'Marnixstraat 397, 1017 PJ Amsterdam The Netherlands', 'Koenenkade 8, 1081 KH Amsterdam The Netherlands', 'Postbus 16645 Oosterdok, steiger 3, 1001 RC Amsterdam The Netherlands', 'Plantage Parkln. 8, 1018 SR Amsterdam The Netherlands']",2.6666666666666665,1,1,1,1,0,1,1,1,Amsterdam,131,239,1
584,The Monk Amsterdam Apartments Hotel,"['Monnikenstraat 19, 1012 BP Amsterdam The Netherlands', 'Van Leijenberghlaan 221, 1082 GG Amsterdam The Netherlands', 'Bellamyplein 47, 1053 AT Amsterdam The Netherlands', 'Albert Cuypstraat 2-6, 1072 CT Amsterdam The Netherlands', '', 'Revaleiland 500, 1014 ZG Amsterdam The Netherlands', 'Koninginneweg 93, 1075 CJ Amsterdam The Netherlands', 'Transformatorweg 36, 1014 AK Amsterdam The Netherlands', 'Haarlemmerweg 10, 1014 BE Amsterdam The Netherlands', 'Oudezijds Achterburgwal 93, 1012 DD Amsterdam The Netherlands', 'Monnikenstraat 19, 1012 BP Amsterdam The Netherlands', 'Oudezijds Voorburgwal 44, 1012 GE Amsterdam The Netherlands', 'Ijburglaan 539 Zeeburg, 1087 BE Amsterdam The Netherlands', 'Hendrikje Stoffelstraat 60 Nachtwachtlaan, 1058 GC Amsterdam The Netherlands', 'Oudezijds Achterburgwal 118/120, 1012 DT Amsterdam The Netherlands', 'Jan Luijkenstraat 22, 1071 CN Amsterdam The Netherlands', 'Oosterdok Steiger 3 Across From Nemo Science Museum, 1011 VX Amsterdam The Netherlands', 'Rembrandtplein 8-10, 1017 CV Amsterdam The Netherlands', 'Brigantijnkade 20, 1086 VB Amsterdam The Netherlands', 'Eerste Constantijn Huygensstraat 16a, 1054 BR Amsterdam The Netherlands', 'Marnixstraat 397, 1017 PJ Amsterdam The Netherlands', 'Koenenkade 8, 1081 KH Amsterdam The Netherlands', 'Postbus 16645 Oosterdok, steiger 3, 1001 RC Amsterdam The Netherlands', 'Plantage Parkln. 8, 1018 SR Amsterdam The Netherlands']",2.6666666666666665,1,1,1,1,0,1,1,1,Amsterdam,131,239,1
